1;#NV;Article ID;Article URL;Title;Journal;Authors;Abstract;predict(47459:Include);Authors;Affiliations;Title;Abstract;Year;Type;Journal;Doi;Link;Database;metadata filetype;db index;match quality;meta_df_index;lookup;Title
3885;3922;10158880;https://sysrev.com/p/37916/article/10158880;Surface water sanitation in Western Germany;H2O;Van Soest, J.J.;The 17th Conference at the Water Law Institute at Bonn (February 8th., 1988) offered an opportunity to get a look at the state of affairs in West Germany: water management planning, Rhine sanitation, sanitation of the Bodensee, restrictions of discharge of noxious substance and viewpoints of industry passed the conference. As in many other EEC-countries the Directives on water quality meant a stimilus but have not yet resulted in full conformity to the rules. Also in many other aspects water authorities will have to cope with problems in executing the Rhine sanitation programme before 1995. For safeguarding drinking water supply and to better North Sea water quality this programma is, however, of foremost importance.;0.47100000000000003;Van Soest J.J.;Ministerie van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer, Den Haag, Netherlands;Surface water sanitation in Western Germany;The 17th Conference at the Water Law Institute at Bonn (February 8th., 1988) offered an opportunity to get a look at the state of affairs in West Germany: water management planning, Rhine sanitation, sanitation of the Bodensee, restrictions of discharge of noxious substance and viewpoints of industry passed the conference. As in many other EEC-countries the Directives on water quality meant a stimilus but have not yet resulted in full conformity to the rules. Also in many other aspects water authorities will have to cope with problems in executing the Rhine sanitation programme before 1995. For safeguarding drinking water supply and to better North Sea water quality this programma is, however, of foremost importance.;1988;Article;H2O;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023907250&partnerID=40&md5=ef0a1617aebc0883e933cd92f534b13e;Scopus;csv;242;1.0;1749;True;#NV
3889;3927;10158892;https://sysrev.com/p/37916/article/10158892;North Sea pollution - many investigations and less or no action to recover;GIT Fachzeitschrift fur das Laboratorium;Zietz, U.;Pollution and nutrients in the North Sea due to alterations of environmental conditions, caused by activities of ships, off-shore-platforms, dumping and burning of waste, atmospheric inputs, and river pollution has been reviewed.;0.001;Zietz U.;ASS-Labor der Freien Hansestadt Bremen, D-2800 Bremen 1, Germany;North Sea pollution - many investigations and less or no action to recover [NORDSEEVERSCHMUTZUNG - VIEL DIAGNOSE, WENIG THERAPIE];Pollution and nutrients in the North Sea due to alterations of environmental conditions, caused by activities of ships, off-shore-platforms, dumping and burning of waste, atmospheric inputs, and river pollution has been reviewed.;1988;Article;GIT Fachzeitschrift fur das Laboratorium;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023775429&partnerID=40&md5=76f63a15d19d9448d512e034d9195ed9;Scopus;csv;244;0.8578811369509044;1751;True;#NV
3890;3928;10158896;https://sysrev.com/p/37916/article/10158896;Origin and effect of pollutants in the North Sea;WASSER BODEN;Dethlefsen, V.;The main pollution load of the southern North Sea originates from rivers, the atmosphere, dumped waste water sludge, dredging mud and industrial wastes. In the view of ecologists the most problematic pollutants are heavy metals, organochlorine compounds, petrochemical hydrocarbons and the nutrients phosphor and nitrogen. Several ecologic changes have taken place in the North Sea recently. A clear statement to the exact cause of these alterations cannot be given at the moment, however it is obvious that these changes are chronic-antropogen. It is essential to reduce pollution load immediately.;0.001;Dethlefsen V.;Bundesforschungsanstalt fur Fischerei, Institut fur Kusten- und Binnenfischerei, Aussenstelle Cuxhaven, 2190 Cuxhaven, Germany;Origin and effect of pollutants in the North Sea [QUELLEN UND AUSWIRKUNGEN DER SCHADSTOFFE IN DER NORDSEE];The main pollution load of the southern North Sea originates from rivers, the atmosphere, dumped waste water sludge, dredging mud and industrial wastes. In the view of ecologists the most problematic pollutants are heavy metals, organochlorine compounds, petrochemical hydrocarbons and the nutrients phosphor and nitrogen. Several ecologic changes have taken place in the North Sea recently. A clear statement to the exact cause of these alterations cannot be given at the moment, however it is obvious that these changes are chronic-antropogen. It is essential to reduce pollution load immediately.;1988;Article;WASSER BODEN;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023839301&partnerID=40&md5=e7ba0cbd1cb38289d2ea9969aa6060eb;Scopus;csv;248;0.8176100628930817;1755;True;#NV
3891;3929;10158898;https://sysrev.com/p/37916/article/10158898;Biological monitoring in the central and southern North Sea: Heavy metal concentration in the blue mussel (Mytilus edulis L.);Z. ANGEW. ZOOL.;Von Borchardt, T.;To provide means for the improvement of North Sea water quality the sources, sinks and distribution of pollutants must be known. In this context an active and passive biological monitoring was conducted using the blue mussel Mytilus edulis as indicator for metal contamination. Results show that cadmium and lead concentrations increase from the inner German Bight towards the central North Sea. High silver and low mercury values are found in offshore regions. Copper and zinc are more evenly distributed. These patterns are discussed. Influences of season, size and body condition are eliminated by normalization.;0.001;Von Borchardt T.;Institut fur Hydrobiologie und Fischereiwissenschaft der Universitat Hamburg, Hamburg, Germany;Biological monitoring in the central and southern North Sea: Heavy metal concentration in the blue mussel (Mytilus edulis L.) [BIOLOGISCHES MONITORING IN DER ZENTRALEN UND SUDLICHEN NORDSEE: SCHWERMETALLBELASTUNG VON MIESMUSCHELN (MYTILUS EDULIS L.)];To provide means for the improvement of North Sea water quality the sources, sinks and distribution of pollutants must be known. In this context an active and passive biological monitoring was conducted using the blue mussel Mytilus edulis as indicator for metal contamination. Results show that cadmium and lead concentrations increase from the inner German Bight towards the central North Sea. High silver and low mercury values are found in offshore regions. Copper and zinc are more evenly distributed. These patterns are discussed. Influences of season, size and body condition are eliminated by normalization.;1988;Article;Z. ANGEW. ZOOL.;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023762964&partnerID=40&md5=753e495e200c41652ba009b2c39765b7;Scopus;csv;250;0.8333333333333334;1757;True;#NV
3892;3930;10158899;https://sysrev.com/p/37916/article/10158899;Nitrogen budget at the scale of the Belgian hydrographical network;Water Supply;"De Becker, E.; Billen, G.; Servais, P.";A nitrogen budget is presented for the Belgian watershed. Such a budget, established at the scale of a hydrographical network, requires to quantify the magnitude of the nitrogen inputs, transformations and transfers which occur in this network. Nitrogen inputs in the hydrographical system are related essentially to soil drainage and human activities. Nitrogen soil drainage has been measured by use of the small watershed method. Domestic load has been evaluated from population census. Industrial effluents have been quantified by use of the evaluation of specific nitrogen spoilage by the various industries as a function of their number of workers. A fraction of the cattle wastes production in not spread on agricultural soils and rejoins the rivers. An estimation of this fraction is presented for the Belgian watershed. Denitrification, at the scale of a whole hydrographical network, is difficult to estimate accurately. A semi-empirical model of the dependence of benthic denitirifcation on the organic matter content of the sediments has allowed evaluation of its rate at the scale of the Belgian hydrographical network. This paper stresses the predominant role of denitrification in the Belgian hydrographical network as a sink which reduces the amount of nitrogen exported to the North Sea or the adjacent basins. It is therefore likely that any modification of the factors affecting denitrification in the hydrographical network could deeply affect the inputs of nitrogen into the coastal areas. Application of the denitrification-model has suggested that the pursuit of the present waste water treatment policy, only based on the elimination of the organic load without any tertiary treatment, would result in a improvement of the quality of the river system, but could paradoxically result in an raise of nitrogen discharge into the coastal waters, increasing the risks of eutrophication.;0.043;De Becker E., Billen G., Servais P.;Groupe de Microbiologie des Milieux Aquatiques, Universite Libre de Bruxelles, 1050 Brussels, Belgium;Nitrogen budget at the scale of the Belgian hydrographical network;A nitrogen budget is presented for the Belgian watershed. Such a budget, established at the scale of a hydrographical network, requires to quantify the magnitude of the nitrogen inputs, transformations and transfers which occur in this network. Nitrogen inputs in the hydrographical system are related essentially to soil drainage and human activities. Nitrogen soil drainage has been measured by use of the small watershed method. Domestic load has been evaluated from population census. Industrial effluents have been quantified by use of the evaluation of specific nitrogen spoilage by the various industries as a function of their number of workers. A fraction of the cattle wastes production in not spread on agricultural soils and rejoins the rivers. An estimation of this fraction is presented for the Belgian watershed. Denitrification, at the scale of a whole hydrographical network, is difficult to estimate accurately. A semi-empirical model of the dependence of benthic denitirifcation on the organic matter content of the sediments has allowed evaluation of its rate at the scale of the Belgian hydrographical network. This paper stresses the predominant role of denitrification in the Belgian hydrographical network as a sink which reduces the amount of nitrogen exported to the North Sea or the adjacent basins. It is therefore likely that any modification of the factors affecting denitrification in the hydrographical network could deeply affect the inputs of nitrogen into the coastal areas. Application of the denitrification-model has suggested that the pursuit of the present waste water treatment policy, only based on the elimination of the organic load without any tertiary treatment, would result in a improvement of the quality of the river system, but could paradoxically result in an raise of nitrogen discharge into the coastal waters, increasing the risks of eutrophication.;1988;Article;Water Supply;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023720251&partnerID=40&md5=c0529a8f4a11d22116b4fa92dc214a02;Scopus;csv;251;1.0;1758;True;#NV
3901;3939;10158919;https://sysrev.com/p/37916/article/10158919;First estimates of changes in extreme storm surge elevations due to the doubling of CO2;Global Atmosphere and Ocean System;"Flather, R.A.; Smith, J.A.";A two-dimensional storm surge model has been run for 5-year periods representing both 'control' (statistically approximating the present climate) and '2 x CO2' scenarios using forcing data from the ECHAM3 climate model. The results have been used in a first attempt to determine the change in storm surge extremes caused by the doubling of atmospheric carbon dioxide. A 40-year run of the same model driven by 'present day' (1955-1994) meteorological analyses provided by the Norwegian Meteorological Institute (DNMI) provides a basis against which to evaluate the results. It was found that surge elevations produced by the climate model 'control' data were up to 60% lower than the equivalent set from the run using DNMI data. Surges produced by the '2 x CO2' were larger than the 'control' values-typically by 10-40 cm in the North Sea. The significance of this increase was examined. The natural variability of extreme values derived from 5-year data sets was investigated using results of the 40-year run. It was found that the increase in extreme surge elevation in the '2 x CO2' run was less than the normal range of variability for different 5-year periods. Simple upscaling was then applied to the 'control' and '2 x CO2' results to allow direct comparison with the 'present day' surge extremes. Surge elevations were found to remain within the normal range of variability except at a few locations in the southern North Sea. This suggests that the effect of '2 x CO2' may be significant, however further experiments using longer data sets from climate models are required to determine more conclusively whether effects of climatic change can be distinguished from the natural variability.;0.021;Flather R.A., Smith J.A.;Proudman Oceanographic Laboratory, Bidston Observatory, Birkenhead, Merseyside, L43 7RA, United Kingdom;First estimates of changes in extreme storm surge elevations due to the doubling of CO2;A two-dimensional storm surge model has been run for 5-year periods representing both 'control' (statistically approximating the present climate) and '2 x CO2' scenarios using forcing data from the ECHAM3 climate model. The results have been used in a first attempt to determine the change in storm surge extremes caused by the doubling of atmospheric carbon dioxide. A 40-year run of the same model driven by 'present day' (1955-1994) meteorological analyses provided by the Norwegian Meteorological Institute (DNMI) provides a basis against which to evaluate the results. It was found that surge elevations produced by the climate model 'control' data were up to 60% lower than the equivalent set from the run using DNMI data. Surges produced by the '2 x CO2' were larger than the 'control' values-typically by 10-40 cm in the North Sea. The significance of this increase was examined. The natural variability of extreme values derived from 5-year data sets was investigated using results of the 40-year run. It was found that the increase in extreme surge elevation in the '2 x CO2' run was less than the normal range of variability for different 5-year periods. Simple upscaling was then applied to the 'control' and '2 x CO2' results to allow direct comparison with the 'present day' surge extremes. Surge elevations were found to remain within the normal range of variability except at a few locations in the southern North Sea. This suggests that the effect of '2 x CO2' may be significant, however further experiments using longer data sets from climate models are required to determine more conclusively whether effects of climatic change can be distinguished from the natural variability.;1998;Article;Global Atmosphere and Ocean System;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032317396&partnerID=40&md5=c1395647898212a81da9c52b337d20ca;Scopus;csv;1691;1.0;3198;True;#NV
3905;3943;10158924;https://sysrev.com/p/37916/article/10158924;"Heavy metal pollution - an example of an ""emission free' area - Amrum Island, North Sea";Geookodynamik;Hollwarth, M.;Nowhere did heavy metal contents of plants or soils (Pb, Cu, Cd, Zn, Ni, Cr, Fe or Hg) exceed any limits given by environmental law. Results are of interest in comparison with industrial areas. -from English summary;0.01;Hollwarth M.;Umweltamt der Stadt Darmstadt, Havelstrasse 7, 6100 Darmstadt, FRG, Germany;"Heavy metal pollution - an example of an ""emission free' area - Amrum Island, North Sea [Zur Schwermetallbelastung eines ""immissionsfreien' Gebietes am Beispiel der Nordfriesischen Insel Amrum]";Nowhere did heavy metal contents of plants or soils (Pb, Cu, Cd, Zn, Ni, Cr, Fe or Hg) exceed any limits given by environmental law. Results are of interest in comparison with industrial areas. -from English summary;1988;Article;Geookodynamik;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024233995&partnerID=40&md5=b7956275418bbe090bf1ba679ef825cc;Scopus;csv;254;0.8169257340241796;1761;True;#NV
3917;3955;10158941;https://sysrev.com/p/37916/article/10158941;The contamination of the North Sea and Baltic Sea by the Chernobyl fallout;Radionuclides: a tool for oceanography;"Nies, H.; Wedekind, C.";The German Hydrographic Institute investigated the Chernobyl Fallout in the North and the Baltic Sea. After the radioactive cloud has reached the southern North Sea at 3 May and the western Baltic at 5 May, a great deal of different radionuclides could be determined in the marine environment, such as Cs 134, Cs 137, Ru 103, Ru 106, Zr/Nb 95, Ba/La 140, I l31, Te/I 132. Nuclides with lower activity levels have been Sr 90, Pu 239/240, Pu 238, Am 241, Cm 242, Mo/Tc 99, Ce 141, Ce 144, and Ag 110 m. The relatively fast water movement along the coast of Belgium, the Netherlands, and Germany renewed the Chernobyl contaminated water of the southern North Sea within 4 months after the accident by uncontaminated water from the Channel. However, in the German Bight itself, Chernobyl Fallout is still to be identified in December 1986, which is due to runoff of the river Elbe. During an internationally co-ordinated monitoring programme in October/November 1986, the different levels of the Chernobyl Fallout could be determined in the entire Baltic Sea. The highest contamination levels were measured in the southern part of the Bothnian Sea with up to 800 mBq/l Cs 137. -from Authors;0.086;Nies H., Wedekind C.;Deutsches Hydrographisches Inst, Bernhard-Nocht-Str. 78, D-2000 Hamburg 4, FRG;The contamination of the North Sea and Baltic Sea by the Chernobyl fallout;The German Hydrographic Institute investigated the Chernobyl Fallout in the North and the Baltic Sea. After the radioactive cloud has reached the southern North Sea at 3 May and the western Baltic at 5 May, a great deal of different radionuclides could be determined in the marine environment, such as Cs 134, Cs 137, Ru 103, Ru 106, Zr/Nb 95, Ba/La 140, I l31, Te/I 132. Nuclides with lower activity levels have been Sr 90, Pu 239/240, Pu 238, Am 241, Cm 242, Mo/Tc 99, Ce 141, Ce 144, and Ag 110 m. The relatively fast water movement along the coast of Belgium, the Netherlands, and Germany renewed the Chernobyl contaminated water of the southern North Sea within 4 months after the accident by uncontaminated water from the Channel. However, in the German Bight itself, Chernobyl Fallout is still to be identified in December 1986, which is due to runoff of the river Elbe. During an internationally co-ordinated monitoring programme in October/November 1986, the different levels of the Chernobyl Fallout could be determined in the entire Baltic Sea. The highest contamination levels were measured in the southern part of the Bothnian Sea with up to 800 mBq/l Cs 137. -from Authors;1988;Article;Radionuclides: a tool for oceanography;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024221657&partnerID=40&md5=68a9804ce9e4c2ce7f9247aa02d87aa4;Scopus;csv;267;1.0;1774;True;#NV
3918;3956;10158945;https://sysrev.com/p/37916/article/10158945;Long-term variations of the storm climate over NW Europe;Global Atmosphere and Ocean System;"Alexandersson, H.; Schmith, T.; Iden, K.; Tuomenvirta, H.";The storm climate over northwestern Europe has been studied using geostrophic winds derived from triangles of stations with three air pressure observations per day 1881 - 1995. We have used 95- and 99-percentiles of the distributions of geostrophic winds as main storm indices. Generally, there is a weakening of the strong gradients and strong winds from the late 19th and the beginning of the 20th century up to around 1950-1970, but then the frequency of storms has increased and is now again on levels or almost on levels typical of the first decades. Especially the more maritime areas, including the British Isles, the North Sea and the Norwegian Sea have experienced a strong increase from a minimum around 1965, while in large parts of Scandinavia and Finland this recovery is much less pronounced. The main results are summarized as averages for the western (British Isles, North Sea, Norwegian Sea) and eastern (Scandinavia, Finland, Baltic Sea) parts of the area in this investigation. As a rule of thumb we find that extreme (stormy) years in the western part are very likely to be above average in the eastern part (but not very often extreme years). And the same going from east to west. The correlation coefficient between the averaged 95-percentiles in these two regions is 0.74. We have also investigated the relation between our storm indices and the NAO index showing that there is a positive coupling, although it is not so strong. Also the generally high storm frequency during the first decades does not coincide with a maximum in the NAO-index, in contrast to the recent increase, where the storm curves and the NAO-index show a more similar behaviour.;0.8340000000000001;Alexandersson H., Schmith T., Iden K., Tuomenvirta H.;"Swed. Meteorol./Hydrological Inst., 60176 Norrköping, Sweden; Danish Meteorological Institute, Lyngbyvej 100, 2100 København Ø, Denmark; Norwegian Meteorological Institute, Postboks 43 Blindern, 0313 Oslo 3, Norway; Finnish Meteorological Institute, P.O.Box 503, 00101 Helsinki, Finland";Long-term variations of the storm climate over NW Europe;The storm climate over northwestern Europe has been studied using geostrophic winds derived from triangles of stations with three air pressure observations per day 1881 - 1995. We have used 95- and 99-percentiles of the distributions of geostrophic winds as main storm indices. Generally, there is a weakening of the strong gradients and strong winds from the late 19th and the beginning of the 20th century up to around 1950-1970, but then the frequency of storms has increased and is now again on levels or almost on levels typical of the first decades. Especially the more maritime areas, including the British Isles, the North Sea and the Norwegian Sea have experienced a strong increase from a minimum around 1965, while in large parts of Scandinavia and Finland this recovery is much less pronounced. The main results are summarized as averages for the western (British Isles, North Sea, Norwegian Sea) and eastern (Scandinavia, Finland, Baltic Sea) parts of the area in this investigation. As a rule of thumb we find that extreme (stormy) years in the western part are very likely to be above average in the eastern part (but not very often extreme years). And the same going from east to west. The correlation coefficient between the averaged 95-percentiles in these two regions is 0.74. We have also investigated the relation between our storm indices and the NAO index showing that there is a positive coupling, although it is not so strong. Also the generally high storm frequency during the first decades does not coincide with a maximum in the NAO-index, in contrast to the recent increase, where the storm curves and the NAO-index show a more similar behaviour.;1998;Article;Global Atmosphere and Ocean System;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032313620&partnerID=40&md5=292c93d60d27449f69da96ed86273e7f;Scopus;csv;1698;1.0;3205;True;#NV
3919;3957;10158946;https://sysrev.com/p/37916/article/10158946;The wave climate of the Northeast Atlantic over the period 1955-1994: The WASA wave hindcast;Global Atmosphere and Ocean System;"Günther, H.; Rosenthal, W.; Stawarz, M.; Carretero, J.C.; Gomez, M.; Lozano, I.; Serrano, O.; Reistad, M.";The European project 'Waves and Storms in the North Atlantic' (WASA) has been set up to prove, or to disprove, hypotheses of a worsening storm and wave climate in the Northeast Atlantic and adjacent seas in the present century. A major obstacle for assessing changes in storm and wave conditions are inhomogeneities in the observational records, both in the local observations and in the analysed products, which usually produce an artificial increase of extreme winds and waves. Therefore, changes in the wave climate were assessed with a state-of-the-art wave model using wind analyses. Within the scope of the WASA project, a 40 year reconstruction (1955-1994) of the wave climate in the North Atlantic was completed using the WAM wave model. The input wind fields were assumed to be reasonably homogeneous with time in the area south of 70°N and east of 20°W, and it was expected that the hindcast wave data would reliably describe the space-time evolution of wave conditions in this area. The results of the hindcast experiment are presented in this article. The main conclusion was that the wave climate in most of the Northeast Atlantic and in the North Sea has undergone significant variations on time scales of decades. Part of variability was found to be related to the North Atlantic Oscillation. As a general result we noted an increase of the maximum annual significant wave height over the last 40 years of about 5 to 10 cm/year for large parts of the Northeast Atlantic, north of the North Sea. There was also a slight increase of probabilities of high waves derived from conventional extreme value statistics in northwest approaches to the North Sea. Similar trends of the extreme waves were found in a scenario of future wave climate at a time of doubled CO2 concentration in the atmosphere.;0.075;Günther H., Rosenthal W., Stawarz M., Carretero J.C., Gomez M., Lozano I., Serrano O., Reistad M.;"GKSS Research Centre, Max-Planck-Straße, D-21502 Geesthacht, Germany; Clima Maritimo, C/Antonio Lopez 81, E-28026 Madrid, Spain; Det Norske Meteorologiske Institutt, Allegt. 70, N-5007 Bergen, Norway";The wave climate of the Northeast Atlantic over the period 1955-1994: The WASA wave hindcast;The European project 'Waves and Storms in the North Atlantic' (WASA) has been set up to prove, or to disprove, hypotheses of a worsening storm and wave climate in the Northeast Atlantic and adjacent seas in the present century. A major obstacle for assessing changes in storm and wave conditions are inhomogeneities in the observational records, both in the local observations and in the analysed products, which usually produce an artificial increase of extreme winds and waves. Therefore, changes in the wave climate were assessed with a state-of-the-art wave model using wind analyses. Within the scope of the WASA project, a 40 year reconstruction (1955-1994) of the wave climate in the North Atlantic was completed using the WAM wave model. The input wind fields were assumed to be reasonably homogeneous with time in the area south of 70°N and east of 20°W, and it was expected that the hindcast wave data would reliably describe the space-time evolution of wave conditions in this area. The results of the hindcast experiment are presented in this article. The main conclusion was that the wave climate in most of the Northeast Atlantic and in the North Sea has undergone significant variations on time scales of decades. Part of variability was found to be related to the North Atlantic Oscillation. As a general result we noted an increase of the maximum annual significant wave height over the last 40 years of about 5 to 10 cm/year for large parts of the Northeast Atlantic, north of the North Sea. There was also a slight increase of probabilities of high waves derived from conventional extreme value statistics in northwest approaches to the North Sea. Similar trends of the extreme waves were found in a scenario of future wave climate at a time of doubled CO2 concentration in the atmosphere.;1998;Article;Global Atmosphere and Ocean System;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032314286&partnerID=40&md5=ea57fc027bcf5d67989f81bf298ab4e9;Scopus;csv;1699;1.0;3206;True;#NV
3920;3958;10158951;https://sysrev.com/p/37916/article/10158951;Study of a new installation technique for large diameter monopiles;19th International Conference on Soil Mechanics and Geotechnical Engineering, ICSMGE 2017;"Anusic, I.; Eiksund, G.R.; Meissl, S.; Liingaard, M.A.";Monopiles are typically used foundation type for offshore wind turbines. The piles are installed by pile driving and a limitation to further use may become noise during installation, which is related to the hammer energy settings. During pile installation, a certain blow count requires a corresponding blow energy. However, in many cases the operator chooses the required energy subjectively. Higher energy usually corresponds to higher noise level. In order to reduce the noise impact, a new approach of pile installation has been introduced where the hammer energy is considerably lower. To prevent time delay, the energy is delivered at a higher blow frequency. This paper is based on driving records from the installation of 5.9 m diameter monopiles at a wind farm in the North Sea within the German Bight. The soil is generally characterised by sands, with layers of clay with variable thicknesses and extension. Standard driving approach is compared to the new one and the obtained results indicate significantly lower energy, decrease in noise level and minimum influence on piling time. © 2017 19th ICSMGE Secretariat. All rights reserved.;0.777;Anusic I., Eiksund G.R., Meissl S., Liingaard M.A.;"Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Norway; DONG Energy Wind Power, Denmark";Study of a new installation technique for large diameter monopiles;Monopiles are typically used foundation type for offshore wind turbines. The piles are installed by pile driving and a limitation to further use may become noise during installation, which is related to the hammer energy settings. During pile installation, a certain blow count requires a corresponding blow energy. However, in many cases the operator chooses the required energy subjectively. Higher energy usually corresponds to higher noise level. In order to reduce the noise impact, a new approach of pile installation has been introduced where the hammer energy is considerably lower. To prevent time delay, the energy is delivered at a higher blow frequency. This paper is based on driving records from the installation of 5.9 m diameter monopiles at a wind farm in the North Sea within the German Bight. The soil is generally characterised by sands, with layers of clay with variable thicknesses and extension. Standard driving approach is compared to the new one and the obtained results indicate significantly lower energy, decrease in noise level and minimum influence on piling time. © 2017 19th ICSMGE Secretariat. All rights reserved.;2017;Conference Paper;ICSMGE 2017 - 19th International Conference on Soil Mechanics and Geotechnical Engineering;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045463594&partnerID=40&md5=ae30cfabf160d8e56d1d37de7bda291b;Scopus;csv;6759;1.0;8266;True;#NV
3922;3960;10158953;https://sysrev.com/p/37916/article/10158953;The application of seaweeds as bioindicators for radioactive pollution in the Channel and southern North Sea;Radionuclides: a tool for oceanography;"Aarkrog, A.; Dahlgaard, H.; Duniec, S.; Guegueniat, P.; Holm, E.";The authorized discharges of radionuclides from the reprocessing plant at Cap de la Hague in France have been used for tracing the water masses from the central part of the English Channel to the German Bight where the Jutland Current starts. In a joint French-Swedish-Danish effort samples were collected from the European and British sides of the Channel coast in the first half of 1985. The samples consisted of brown algae (mostly Fucus vesiculosus) and a number of seawater samples. The seaweed was analysed for 40K, 60Co, 90Sr, 99Tc, 106Ru, 125Sb, 134Cs, 137Cs, 238Pu, 239,240Pu and 241Am. Sr-90 and 99Tc were determined in the seawater. The activity decreased approximately in inverse proportion to the distance or square root of the distance from the source. Similar distance relations have earlier been observed in British coastal waters for discharges from Sellafield in the UK. The paper shows how these observations may be used to estimate unreported discharges. -from Authors;0.361;Aarkrog A., Dahlgaard H., Duniec S., Guegueniat P., Holm E.;Riso National Laboratory, DK 4000 Roskilde, Denmark, Denmark;The application of seaweeds as bioindicators for radioactive pollution in the Channel and southern North Sea;The authorized discharges of radionuclides from the reprocessing plant at Cap de la Hague in France have been used for tracing the water masses from the central part of the English Channel to the German Bight where the Jutland Current starts. In a joint French-Swedish-Danish effort samples were collected from the European and British sides of the Channel coast in the first half of 1985. The samples consisted of brown algae (mostly Fucus vesiculosus) and a number of seawater samples. The seaweed was analysed for 40K, 60Co, 90Sr, 99Tc, 106Ru, 125Sb, 134Cs, 137Cs, 238Pu, 239,240Pu and 241Am. Sr-90 and 99Tc were determined in the seawater. The activity decreased approximately in inverse proportion to the distance or square root of the distance from the source. Similar distance relations have earlier been observed in British coastal waters for discharges from Sellafield in the UK. The paper shows how these observations may be used to estimate unreported discharges. -from Authors;1988;Article;Radionuclides: a tool for oceanography;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024222361&partnerID=40&md5=cc7c357b61eaf7ee4c31ec922be862df;Scopus;csv;269;1.0;1776;True;#NV
3924;3962;10158955;https://sysrev.com/p/37916/article/10158955;Field experiments with subsurface releases of oil and dyed water;Proceedings of the 1998 1st International Conference on Oil and Hydrocarbon Spills, Modelling, Analysis and Control, OIL SPILL;"Rye, Henrik; Brandvik, Per J.; Strom, Tove";A field experiment with a subsurface release of oil and air was carried out to the Frigg Field in the North Sea area. The purpose of the sea trial was to increase the knowledge concerning the behaviour of the oil and gas during a subsurface blowout. This was done by releasing oil and air at 106 meters depth with a realistic gas oil ratio and release velocity of the oil. In addition to the oil release, several releases with dyed water and gas were performed. The behaviour of the subsurface plume is very sensitive to gas flow rates. For low gas flow rates, the plume did not reach the sea surface at all due to the presence of stratification in the ambient water.;0.0;Rye Henrik, Brandvik Per J., Strom Tove;SINTEF Applied Chemistry, Trondheim, Norway;Field experiments with subsurface releases of oil and dyed water;A field experiment with a subsurface release of oil and air was carried out to the Frigg Field in the North Sea area. The purpose of the sea trial was to increase the knowledge concerning the behaviour of the oil and gas during a subsurface blowout. This was done by releasing oil and air at 106 meters depth with a realistic gas oil ratio and release velocity of the oil. In addition to the oil release, several releases with dyed water and gas were performed. The behaviour of the subsurface plume is very sensitive to gas flow rates. For low gas flow rates, the plume did not reach the sea surface at all due to the presence of stratification in the ambient water.;1998;Conference Paper;Proceedings of the International Conference on Oil and Hydrocarbon Spills, Modelling, Analysis and Control, OIL SPILL;#NV;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032288662&partnerID=40&md5=4a3211db90ab0d10bcb2a89a164e8164;Scopus;csv;1703;1.0;3210;True;#NV
