"","nr","pdf_name","title","year","Article ID","Article_URL","Include","Exclusion criteria","Other exclusion criteria","Paper type","Anthropogenic driver(s)","Precision_of_the driver(s)","Precision of the driver(s) if """"other""""","Analyzed impact(s)","Analyzed impact(s) if """"other""""","Nature of the study population","Nature of the population if """"other""""","Organizational level","ICES major location","ICES_medium_location(s)","Habitat_type(s)","Habitat type if """"other""""","Main_methodology","Spatial dimension","Temporal dimension","Solution_investigated","Comment"
"19",25,9362909,"Trial of a new escape panel concept to reduce cod catches in a mixed demersal fishery",2019,14884424,"https://sysrev.com/p/99278/article/14884424",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_incidental_or_bycatch",NA,"Change_biomass_abundance",NA,"Fish",NA,"Population","IVa","1","Not_specified",NA,"Field_observations_measurement",FALSE,TRUE,"Management",NA
"20",26,9362911,"Sources of uncertainty in estuarine climate impact modeling",2017,14883841,"https://sysrev.com/p/99278/article/14883841",TRUE,NA,NA,"Primary_research_article","Climate_change","Other","climate_change_scenarios","Change_physical_water_properties",NA,"Physical",NA,"Not_applicable","IVb","6","Estuary",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"21",28,9362925,"Prioritised pharmaceuticals in German estuaries and coastal waters: Occurrence and environmental risk assessment",2019,14882899,"https://sysrev.com/p/99278/article/14882899",TRUE,NA,NA,"Primary_research_article","Pollution","Medical_hormone_products",NA,"Change_chemical_water_properties",NA,"Chemical",NA,"Not_applicable","IVb","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"22",29,9362926,"Utilizing Eutrophication Assessment Directives From Transitional to Marine Systems in the Thames Estuary and Liverpool Bay, UK",2019,14885611,"https://sysrev.com/p/99278/article/14885611",TRUE,NA,NA,"Primary_research_article","Pollution","Nutrient_input_N_P",NA,"Change_chemical_water_properties",NA,"Chemical",NA,"Not_applicable","IVc","5","Estuary",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"23",31,9362929,"Patterns of invasive ctenophore Mnemiopsis leidyi distribution and variability in different recipient environments of the Eurasian seas: A review",2019,14882274,"https://sysrev.com/p/99278/article/14882274",TRUE,NA,NA,"Review","Biological_invasion","Non_native_species_introduction",NA,"Change_biomass_abundance|||Change_distribution",NA,"Zooplankton",NA,"Population","whole_North_Sea","Norvegian_coast|||6|||7","Not_specified",NA,"Review",TRUE,TRUE,"Not_tested",NA
"24",32,9362935,"A century of change in North Sea plankton communities explored through integrating historical datasets",2018,14886668,"https://sysrev.com/p/99278/article/14886668",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature",NA,"Change_diversity|||Change_biomass_abundance",NA,"Zooplankton|||Phytoplankton",NA,"Community","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"25",34,9362939,"Detecting mortality variation to enhance forage fish population assessments",2018,14883095,"https://sysrev.com/p/99278/article/14883095",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_biomass_abundance",NA,"Fish",NA,"Population","Not_specified","Not_specified","Not_specified",NA,"Modelling",FALSE,TRUE,"Not_tested",NA
"26",35,9362940,"Opening of the Norway pout box: will it change the ecological impacts of the North Sea Norway pout fishery?",2018,14886379,"https://sysrev.com/p/99278/article/14886379",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation|||Fishing_incidental_or_bycatch",NA,"Change_biomass_abundance|||Change_demographic_structure",NA,"Fish",NA,"Population","IVa||| IVb","3|||4","Not_specified",NA,"Modelling",TRUE,TRUE,"Management|||Conservation_protection",NA
"27",36,9362943,"Spatial distribution of microplastics in sediments and surface waters of the southern North Sea",2019,14881205,"https://sysrev.com/p/99278/article/14881205",TRUE,NA,NA,"Primary_research_article","Pollution","Plastic_litter",NA,"Change_chemical_sediment_properties|||Change_chemical_water_properties",NA,"Chemical",NA,"Not_applicable","IVb|||IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"28",38,9362947,"A novel approach for assessing effects of ship traffic on distributions and movements of seabirds",2019,14883611,"https://sysrev.com/p/99278/article/14883611",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Other","Ship_traffic","Quantification_driver|||Degradation_habitat_loss|||Other","change_behavior","Seabirds",NA,"Individual","IVb","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"29",42,9362955,"The transcriptome of the marine calanoid copepod Temora longicornis under heat stress and recovery",2019,14881160,"https://sysrev.com/p/99278/article/14881160",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature",NA,"Change_genetic",NA,"Zooplankton",NA,"Individual","IVc","6","Not_specified",NA,"Experiment",FALSE,TRUE,"Not_tested",NA
"30",43,9362958,"Contributions to 21st century projections of extreme sea-level change around the UK",2019,14886505,"https://sysrev.com/p/99278/article/14886505",TRUE,NA,NA,"Primary_research_article","Climate_change","Sea_level_rise|||Other_physical_parameter",NA,"Change_extreme_events",NA,"Physical",NA,"Not_applicable","whole_North_Sea","3|||4|||5","Not_specified",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"31",44,9362959,"Supporting evidence for PCB pollution threatening global killer whale population",2019,14880985,"https://sysrev.com/p/99278/article/14880985",TRUE,NA,NA,"Primary_research_article","Pollution","Chemical_hazardous_substances|||Metal_substances",NA,"Other","Toxicity","Marine_mammals",NA,"Individual","IVb","6","Not_specified",NA,"Field_observations_measurement",FALSE,FALSE,"Not_tested",NA
"32",45,9362967,"Bioavailability and distribution of PAHs and PCBs in the sediment pore water of the German Bight and Wadden Sea",2019,14884205,"https://sysrev.com/p/99278/article/14884205",TRUE,NA,NA,"Primary_research_article","Pollution","Chemical_hazardous_substances",NA,"Change_chemical_sediment_properties",NA,"Chemical",NA,"Not_applicable","IVb","6","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"33",47,9362982,"Fish communities diverge in species but converge in traits over three decades of warming",2019,14885310,"https://sysrev.com/p/99278/article/14885310",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature",NA,"Change_biomass_abundance|||Change_diversity|||Change_life_history_traits",NA,"Fish",NA,"Community","IVa||| IVb|||IVc","1|||2|||3|||4|||5|||6|||7","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"34",48,9362987,"Trace metal speciation in North Sea coastal waters",2019,14882285,"https://sysrev.com/p/99278/article/14882285",TRUE,NA,NA,"Primary_research_article","Pollution","Metal_substances",NA,"Change_chemical_sediment_properties|||Change_chemical_water_properties",NA,"Chemical",NA,"Not_applicable","IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"35",49,9362996,"The future regime of Atlantic nutrient supply to the Northwest European Shelf",2019,14882407,"https://sysrev.com/p/99278/article/14882407",TRUE,NA,NA,"Primary_research_article","Climate_change","Nutrient_input_N_P|||Temperature",NA,"Change_chemical_water_properties|||Change_life_history_traits|||Change_physical_water_properties",NA,"Chemical|||Physical|||Phytoplankton",NA,"Community","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"36",50,9362998,"Systematic review of arsenic in fresh seafood from the Mediterranean Sea and European Atlantic coasts: A health risk assessment",2019,14885857,"https://sysrev.com/p/99278/article/14885857",TRUE,NA,NA,"Primary_research_article","Pollution","Metal_substances",NA,"Change_contamination_level",NA,"Benthos|||Fish",NA,"Individual","Not_specified","Not_specified","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"37",51,9363002,"Source specific sound mapping: Spatial, temporal and spectral distribution of sound in the Dutch North Sea",2019,14882891,"https://sysrev.com/p/99278/article/14882891",TRUE,NA,NA,"Primary_research_article","Pollution","Other","Noise_pollution","Change_physical_water_properties",NA,"Physical",NA,"Not_applicable","IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"38",52,9363007,"Ecosystem response to increasing ambient water temperatures due to climate warming in the Sylt- Rømø Bight, northern Wadden Sea, Germany",2019,14886693,"https://sysrev.com/p/99278/article/14886693",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature",NA,"Change_biomass_abundance|||Change_trophic_functioning",NA,"All",NA,"Ecosystem","IVb","6","Not_specified",NA,"Modelling",FALSE,TRUE,"Not_tested",NA
"39",53,9363008,"Salt marshes for flood risk reduction: Quantifying long-term effectiveness and life-cycle costs",2019,14884581,"https://sysrev.com/p/99278/article/14884581",TRUE,NA,NA,"Primary_research_article","Climate_change","Sea_level_rise",NA,"Coastal_erosion_sedimentation|||Change_extreme_events",NA,"Physical",NA,"Not_applicable","IVc","6","Saltmarsh",NA,"Modelling",FALSE,TRUE,"Conservation_protection|||Restoration",NA
"40",54,9363010,"Sandification vs. muddification of tidal flats by benthic organisms: A flume study",2019,14886470,"https://sysrev.com/p/99278/article/14886470",TRUE,NA,NA,"Primary_research_article","Biological_invasion","Non_native_species_introduction",NA,"Change_physical_sediment_properties",NA,"Benthos",NA,"Individual","IVc","6","Mudflat",NA,"Experiment",FALSE,FALSE,"Not_tested",NA
"41",56,9363018,"Legacy PBDEs and NBFRs in sediments of the tidal River Thames using liquid chromatography coupled to a high resolution accurate mass Orbitrap mass spectrometer",2019,14882385,"https://sysrev.com/p/99278/article/14882385",TRUE,NA,NA,"Primary_research_article","Pollution","Chemical_hazardous_substances",NA,"Change_chemical_sediment_properties",NA,"Chemical",NA,"Not_applicable","IVc","5","Estuary",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"42",57,9363019,"The Birth, Growth and Death of Intertidal Soft-Sediment Bivalve Beds: No Need for Large-Scale Restoration Programs in the Dutch Wadden Sea",2018,14882211,"https://sysrev.com/p/99278/article/14882211",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Multiple",NA,"Benthos",NA,"Community","IVc","6","Oyster_mussel_bed",NA,"Field_observations_measurement",TRUE,TRUE,"Restoration",NA
"43",58,9363020,"Using mussel as a global bioindicator of coastal microplastic pollution",2019,14884798,"https://sysrev.com/p/99278/article/14884798",TRUE,NA,NA,"Review","Pollution","Plastic_litter",NA,"Plastic_ingestion",NA,"Benthos",NA,"Individual","Not_specified","Not_specified","Not_specified",NA,"Review",TRUE,FALSE,"Not_tested",NA
"44",59,9363025,"Comparing the steady state results of a range of multispecies models between and across geographical areas by the use of the jacobian matrix of yield on fishing mortality rate",2019,14880928,"https://sysrev.com/p/99278/article/14880928",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_biomass_abundance",NA,"Fish",NA,"Ecosystem","Not_specified","Not_specified","Not_specified",NA,"Modelling",TRUE,FALSE,"Management",NA
"45",60,9363031,"Scavenger communities and fisheries waste: North Sea discards support 3 million seabirds, 2 million fewer than in 1990",2019,14882642,"https://sysrev.com/p/99278/article/14882642",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_incidental_or_bycatch",NA,"Multiple",NA,"Seabirds|||Fish",NA,"Population","Not_specified","Not_specified","Not_specified",NA,"Modelling",FALSE,TRUE,"Not_tested",NA
"46",61,9363034,"A Glider-Compatible Optical Sensor for the Detection of Polycyclic Aromatic Hydrocarbons in the Marine Environment",2019,14881039,"https://sysrev.com/p/99278/article/14881039",TRUE,NA,NA,"Primary_research_article","Pollution","Oils_hydrocarbons_related",NA,"Change_chemical_water_properties",NA,"Chemical",NA,"Not_applicable","IVa","Norvegian_coast","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"47",62,9363037,"North Sea demersal fisheries prefer specific benthic habitats",2018,14883151,"https://sysrev.com/p/99278/article/14883151",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Quantification_driver",NA,"Fish",NA,"Population","IVb|||IVc","2|||3|||4|||5|||6|||7","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"48",63,9363042,"Food quality matters: Interplay among food quality, food quantity and temperature affecting life history traits of Aurelia aurita (Cnidaria: Scyphozoa) polyps",2019,14883206,"https://sysrev.com/p/99278/article/14883206",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature",NA,"Change_life_history_traits|||Change_physiology",NA,"Benthos",NA,"Individual","IVb","6","Not_specified",NA,"Experiment",FALSE,TRUE,"Not_tested",NA
"49",66,9363051,"Catastrophic dynamics limit Atlantic cod recovery",2019,14886160,"https://sysrev.com/p/99278/article/14886160",TRUE,NA,NA,"Primary_research_article","Climate_change|||Direct_exploitation","Temperature||| Fishing_exploitation",NA,"Change_biomass_abundance",NA,"Fish",NA,"Population","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"50",67,9363053,"Population density and temperature correlate with long-term trends in somatic growth rates and maturation schedules of herring and sprat",2019,14883468,"https://sysrev.com/p/99278/article/14883468",TRUE,NA,NA,"Primary_research_article","Climate_change","Temperature",NA,"Change_life_history_traits",NA,"Fish",NA,"Population","IVb|||IVa","1|||2|||3|||4|||5|||6|||7","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"51",68,9363058,"The large-scale impact of offshore wind farm structures on pelagic primary productivity in the southern North Sea",2018,14882207,"https://sysrev.com/p/99278/article/14882207",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_biomass_abundance",NA,"Phytoplankton|||Benthos",NA,"Community","IVb|||IVc","4|||5|||6|||7","Not_specified",NA,"Modelling",TRUE,TRUE,"Not_tested",NA
"52",69,9363060,"Oil pollution in the North Sea: the impact of governance measures on oil pollution over several decades",2018,14886106,"https://sysrev.com/p/99278/article/14886106",TRUE,NA,NA,"Review","Pollution","Oils_hydrocarbons_related",NA,"Change_chemical_water_properties",NA,"Chemical",NA,"Not_applicable","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Review",TRUE,TRUE,"Management",NA
"53",73,9363085,"Acute impacts of bottom trawl gears on benthic metabolism and nutrient cycling",2019,14885521,"https://sysrev.com/p/99278/article/14885521",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Destructive_fisheries_seabed",NA,"Multiple",NA,"Chemical|||Physical|||Benthos",NA,"Community","IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"54",76,9363095,"Ingestion of plastic by fish: A comparison of Thames Estuary and Firth of Clyde populations",2018,14884555,"https://sysrev.com/p/99278/article/14884555",TRUE,NA,NA,"Primary_research_article","Pollution","Plastic_litter",NA,"Plastic_ingestion",NA,"Benthos|||Fish",NA,"Individual","IVc","5","Estuary",NA,"Field_observations_measurement|||Modelling",TRUE,FALSE,"Not_tested",NA
"55",78,9363098,"Perspectives on using marine species as bioindicators of plastic pollution",2018,14884015,"https://sysrev.com/p/99278/article/14884015",TRUE,NA,NA,"Review","Pollution","Plastic_litter",NA,"Plastic_ingestion",NA,"Seabirds|||Benthos|||Marine_mammals|||Fish|||Other","sea_turtles","Individual","Not_specified","Not_specified","Not_specified",NA,"Review",FALSE,FALSE,"Not_tested",NA
"56",79,9363099,"Submesoscale dispersion of surface drifters in a coastal sea  near offshore wind farms",2019,14883098,"https://sysrev.com/p/99278/article/14883098",TRUE,NA,NA,"Primary_research_article","Sea_use_change","Civil_engineering_works",NA,"Change_physical_water_properties",NA,"Physical",NA,"Not_applicable","IVb","6|||7","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"57",80,9363101,"Wadden Sea Eutrophication: Long-Term Trends and Regional Differences",2019,14883009,"https://sysrev.com/p/99278/article/14883009",TRUE,NA,NA,"Primary_research_article","Pollution","Nutrient_input_N_P",NA,"Change_biomass_abundance|||Change_chemical_water_properties",NA,"Phytoplankton|||Chemical",NA,"Population","IVb|||IVc","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"58",82,9363109,"Comparing conceptual frameworks for a fish community MSY (FCMSY) using management strategy evaluation—an example from the North Sea",2019,14885823,"https://sysrev.com/p/99278/article/14885823",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_biomass_abundance",NA,"Fish",NA,"Community","Not_specified","Not_specified","Not_specified",NA,"Modelling",FALSE,FALSE,"Management",NA
"59",84,9363112,"Parasites of round goby, Neogobius melanostomus, currently invading the Elbe River",2019,14885834,"https://sysrev.com/p/99278/article/14885834",TRUE,NA,NA,"Primary_research_article","Biological_invasion","Non_native_species_introduction",NA,"Other","Parasitism","Fish|||Other","Parasites","Individual","IVb","6","Estuary",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
"60",85,9363113,"A data-limited approach for estimating fishing mortality rates and exploitation status of diverse target and non-target fish species impacted by mixed multispecies fisheries",2019,14881847,"https://sysrev.com/p/99278/article/14881847",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation|||Fishing_incidental_or_bycatch",NA,"Change_biomass_abundance|||Change_life_history_traits",NA,"Fish",NA,"Population","whole_North_Sea","Whole_North_Sea","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Management",NA
"61",86,9363115,"The importance of nonnative Pacific oyster reefs as supplementary feeding areas for coastal birds on estuary mudflats",2018,14886332,"https://sysrev.com/p/99278/article/14886332",TRUE,NA,NA,"Primary_research_article","Biological_invasion","Non_native_species_introduction",NA,"Change_biomass_abundance|||Change_diversity|||Change_trophic_functioning",NA,"Benthos|||Seabirds",NA,"Population","IVb","5","Estuary|||Oyster_mussel_bed",NA,"Modelling",TRUE,FALSE,"Not_tested",NA
"62",87,9363117,"Change in the North Sea ecosystem from the 1970s to the 2010s: great skua diets reflect changing forage fish, seabirds, and fisheries",2018,14883012,"https://sysrev.com/p/99278/article/14883012",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Fishing_exploitation",NA,"Change_life_history_traits|||Change_trophic_functioning|||Change_biomass_abundance",NA,"Fish|||Seabirds",NA,"Population|||Community","IVa","1","Not_specified",NA,"Field_observations_measurement",FALSE,TRUE,"Not_tested",NA
"63",88,9363119,"Persistence in the fine-scale distribution and spatial aggregation of fishing",2018,14884607,"https://sysrev.com/p/99278/article/14884607",TRUE,NA,NA,"Primary_research_article","Direct_exploitation","Destructive_fisheries_seabed",NA,"Quantification_driver",NA,"Not_applicable",NA,"Not_applicable","IVb|||IVc","2|||4|||5|||6|||7","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"64",89,9363121,"Long‐term sound and movement recording tags to study natural behavior and reaction to ship noise of seals",2019,14883525,"https://sysrev.com/p/99278/article/14883525",TRUE,NA,NA,"Primary_research_article","Pollution","Other","noise","Other","change_behavior","Marine_mammals",NA,"Individual","IVb","6","Not_specified",NA,"Field_observations_measurement",TRUE,TRUE,"Not_tested",NA
"65",91,9363127,"Infection by invasive parasites increases susceptibility of native hosts to secondary infection via modulation of cellular immunity",2019,14881946,"https://sysrev.com/p/99278/article/14881946",TRUE,NA,NA,"Primary_research_article","Biological_invasion","Non_native_species_introduction",NA,"Other","Parasite_infection","Benthos",NA,"Individual","IVb","6","Not_specified",NA,"Experiment",FALSE,TRUE,"Not_tested",NA
"66",92,9363129,"Mytilus spp. as sentinels for monitoring microplastic pollution in Norwegian coastal waters: A qualitative and quantitative study",2018,14885139,"https://sysrev.com/p/99278/article/14885139",TRUE,NA,NA,"Primary_research_article","Pollution","Plastic_litter",NA,"Plastic_ingestion",NA,"Benthos",NA,"Individual","IVa","Norvegian_coast","Not_specified",NA,"Field_observations_measurement",TRUE,FALSE,"Not_tested",NA
