"","nr","pdf_name","title","year","Article ID","Article_URL","Include","Exclusion criteria","Other exclusion criteria","Paper type","Anthropogenic driver(s)","Precision_of_the driver(s)","Precision of the driver(s) if """"other""""","Analyzed impact(s)","Analyzed impact(s) if """"other""""","Nature of the study population","Nature of the population if """"other""""","Organizational level","ICES major location","ICES_medium_location(s)","Habitat_type(s)","Habitat type if """"other""""","Main_methodology","Spatial dimension","Temporal dimension","Solution_investigated","Comment"
"27",94,9363134,"Occurrence, sources, human health impacts and mitigation of microplastic pollution",2018,14881308,"https://sysrev.com/p/99278/article/14881308",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"28",97,9363138,"Assessment of CO2 storage capacity based on sparse data: Skade Formation",2018,14886496,"https://sysrev.com/p/99278/article/14886496",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"29",101,9363147,"Shifts Between Sugar Kelp and Turf Algae in Norway: Regime Shifts or Fluctuations Between Different Opportunistic Seaweed Species?",2019,14886224,"https://sysrev.com/p/99278/article/14886224",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"30",102,9363154,"Current frontiers and recommendations for the study of microplastics in seafood",2019,14882340,"https://sysrev.com/p/99278/article/14882340",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"31",103,9363159,"Eutrophication: A new wine in an old bottle?",2019,14881744,"https://sysrev.com/p/99278/article/14881744",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"32",105,9363163,"Estimating microplastic-bound intake of hydrophobic organic chemicals by fish using measured desorption rates to artificial gut fluid",2019,14885125,"https://sysrev.com/p/99278/article/14885125",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested","Place of study not clear, probably Korea"
"33",107,9363168,"Modelling spatial extreme events with environmental applications",2018,14885943,"https://sysrev.com/p/99278/article/14885943",FALSE,"Non_anthropogenic_driver",NA,"Primary_research_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"34",112,9363183,"Autonomous marine environmental monitoring: Application in decommissioned oil fields",2019,14881304,"https://sysrev.com/p/99278/article/14881304",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"35",113,9363184,"Population Dynamics at the Range Margin: Implications of Climate Change on Sublittoral Blue Mussels (Mytilus trossulus)",2019,14885299,"https://sysrev.com/p/99278/article/14885299",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"36",115,9363188,"Cod and climate: a systems approach for sustainable fisheries management of Atlantic cod (Gadus morhua) in coastal Danish waters",2019,14886625,"https://sysrev.com/p/99278/article/14886625",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"37",116,9363191,"Discussing and Analyzing “Maritime Cohesion” in MSP, to Achieve Sustainability in the Marine Realm",2019,14881015,"https://sysrev.com/p/99278/article/14881015",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"38",125,9363209,"Consequences of past and present harvest management in a declining flyway population of common eiders Somateria mollissima",2019,14883373,"https://sysrev.com/p/99278/article/14883373",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",130,9363221,"Genetic variation in Irish Sea brown crab (Cancer pagurusL.): implications for local and regional management",2018,14882454,"https://sysrev.com/p/99278/article/14882454",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"40",137,9363238,"Surveying seaweeds from the Ulvales and Fucales in the world’s most frequently used artificial waterway, the Kiel Canal",2018,14884215,"https://sysrev.com/p/99278/article/14884215",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"41",141,9363258,"Survival of discarded plaice (Pleuronectes platessa) from Norway lobster (Nephrops norvegicus) otter‐trawl fishery",2019,14881196,"https://sysrev.com/p/99278/article/14881196",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"42",144,9363264,"Large‐scale distribution of tuna species in a warming ocean",2019,14881047,"https://sysrev.com/p/99278/article/14881047",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested","no focus on North Sea or North Atlantic"
"43",146,9363278,"Monitoring wastewater discharge from the oil and gas industry using passive sampling and Danio rerio bioassay as complimentary tools",2019,14885770,"https://sysrev.com/p/99278/article/14885770",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"44",149,9363286,"Spatial and temporal dynamics of European hake (Merluccius merluccius) in the North Sea",2018,14884398,"https://sysrev.com/p/99278/article/14884398",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"45",150,9363289,"Vitamine ENA: A framework for the development of ecosystem-based indicators for decision makers",2019,14882465,"https://sysrev.com/p/99278/article/14882465",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"46",155,9363312,"Investigation of microplastics in aquatic environments: An overview of the methods used, from field sampling to laboratory analysis",2018,14886463,"https://sysrev.com/p/99278/article/14886463",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"47",158,9363320,"The potential future contribution of shipping to acidification of the Baltic Sea",2017,14881498,"https://sysrev.com/p/99278/article/14881498",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"48",159,9363321,"Data challenges and opportunities for environmental management of North Sea oil and gas decommissioning in an era of blue growth",2018,14881534,"https://sysrev.com/p/99278/article/14881534",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"49",162,9363329,"Effects of salinity and temperature on the recruitment of Aurelia coerulea planulae",2018,14885616,"https://sysrev.com/p/99278/article/14885616",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"50",167,9363339,"Integrating population genomics and biophysical models towards evolutionary-based fisheries management",2018,14881840,"https://sysrev.com/p/99278/article/14881840",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"51",169,9363351,"Adapting Fisheries and Their Management To Climate Change: A Review of Concepts, Tools, Frameworks, and Current Progress Toward Implementation",2018,14882607,"https://sysrev.com/p/99278/article/14882607",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"52",176,9363378,"A shipboard comparison of analytic methods for ballast water compliance monitoring",2018,14885936,"https://sysrev.com/p/99278/article/14885936",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"53",181,9363388,"The impact of time-varying CO2 injection rate on large scale storage in the UK Bunter Sandstone",2018,14884392,"https://sysrev.com/p/99278/article/14884392",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"54",183,9363402,"The influence of oceanographic conditions and larval behaviour on settlement success—the European sea bass Dicentrarchus labrax (L.)",2017,14882992,"https://sysrev.com/p/99278/article/14882992",FALSE,"Non_anthropogenic_driver",NA,"Primary_research_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"55",186,9363409,"The costs and benefits of a nitrogen emission control area in the Baltic and North Seas",2018,14881679,"https://sysrev.com/p/99278/article/14881679",FALSE,"Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"56",191,9363424,"Survival of the fittest: Explanations for gadoid imbalance in heavily fished seas",2018,14881930,"https://sysrev.com/p/99278/article/14881930",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"57",198,9363454,"The world is their oyster: Differences in epibiota on sympatric populations of native Ostrea edulis and non-native Crassostrea gigas (Magallana gigas) oysters",2018,14881700,"https://sysrev.com/p/99278/article/14881700",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"58",204,9363474,"Cod at drift in the North Sea",2018,14884929,"https://sysrev.com/p/99278/article/14884929",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"59",209,9363490,"Projecting changes in the distribution and productivity of living marine resources: A critical review of the suite of modelling approaches used in the large European project VECTORS",2018,14882923,"https://sysrev.com/p/99278/article/14882923",FALSE,"Other","methodology_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"60",211,9363498,"Lead accumulation in oyster shells, a potential tool for environmental monitoring",2017,14883762,"https://sysrev.com/p/99278/article/14883762",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"61",215,9363515,"Tendencies in Coccolithophorid Blooms in Some Marine Environments of the Northern Hemisphere according to the Data of Satellite Observations in 1998–2013",2017,14885165,"https://sysrev.com/p/99278/article/14885165",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"62",217,9363518,"Integrating natural and social sciences to manage sustainably vectors of change in the marine environment: Dogger Bank transnational case study",2018,14884413,"https://sysrev.com/p/99278/article/14884413",FALSE,"Governance_only|||Not_good_populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"63",225,9363546,"European Seabirds Show Stable Contemporary Biogeography",2017,14886554,"https://sysrev.com/p/99278/article/14886554",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"64",229,9363552,"Necropsy-based Wild Fish Health Assessment",2018,14882131,"https://sysrev.com/p/99278/article/14882131",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"65",231,9363558,"Effect of Bait Type and Bait Size on Catch Efficiency in the European Hake Merluccius merluccius Longline Fishery",2018,14885663,"https://sysrev.com/p/99278/article/14885663",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"66",232,9363559,"Ontogenetic shifts in predator diet drive tradeoffs between fisheries yield and strength of predator-prey interactions",2018,14885464,"https://sysrev.com/p/99278/article/14885464",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"67",234,9363568,"Cumulative stress restricts niche filling potential of habitat‐forming kelps in a future climate",2017,14884662,"https://sysrev.com/p/99278/article/14884662",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"68",235,9363572,"Responses of summer phytoplankton biomass to changes in top-down forcing: Insights from comparative modelling",2018,14884627,"https://sysrev.com/p/99278/article/14884627",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"69",240,9363580,"Crossing boundaries for cetacean conservation: Setting research priorities to guide management of harbour porpoises",2018,14883953,"https://sysrev.com/p/99278/article/14883953",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"70",241,9363583,"Facilitation by ecosystem engineers enhances nutrient effects in an intertidal system",2017,14881044,"https://sysrev.com/p/99278/article/14881044",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"71",248,9363600,"Determining and mapping species sensitivity to trawling impacts: the BEnthos Sensitivity Index to Trawling Operations (BESITO)",2018,14883117,"https://sysrev.com/p/99278/article/14883117",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"72",255,9363621,"Inter-species quota flexibility – Exploring a new management tool in European Common Fisheries Policy",2018,14883003,"https://sysrev.com/p/99278/article/14883003",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"73",258,9363631,"Extension of biomass estimates to pre-assessment periods using density dependent surplus production approach",2017,14880989,"https://sysrev.com/p/99278/article/14880989",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"74",259,9363632,"Review of the composition and current utilization of Calanus finmarchicus – Possibilities for human consumption",2018,14881799,"https://sysrev.com/p/99278/article/14881799",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"75",261,9363637,"Otolith increments in European plaice (Pleuronectes platessa) reveal temperature and density-dependent effects on growth",2018,14883136,"https://sysrev.com/p/99278/article/14883136",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"76",262,9363641,"Dynamic habitat use of an estuarine nursery seascape: Ontogenetic shifts in habitat suitability of the European flounder (Platichthys flesus)",2018,14883901,"https://sysrev.com/p/99278/article/14883901",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"77",269,9363657,"Synthesis, structure elucidation, and determination of polyhalogenated N-methylpyrroles (PMPs) in blue mussels",2017,14882539,"https://sysrev.com/p/99278/article/14882539",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"78",279,9363705,"Phytoplankton carrying capacity: Is this a viable concept for coastal seas?",2017,14884176,"https://sysrev.com/p/99278/article/14884176",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"79",282,9363718,"Concentrations of mercury and other trace elements in two offshore skates: sandy ray Leucoraja circularis and shagreen ray L. fullonica",2017,14886392,"https://sysrev.com/p/99278/article/14886392",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"80",284,9363723,"Integrated ecological–economic fisheries models—Evaluation, review and challenges for implementation",2017,14885394,"https://sysrev.com/p/99278/article/14885394",FALSE,"Other","Methodological_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"81",292,9363745,"The effectiveness of fish feeding behaviour in mirroring trawling-induced patterns",2017,14885199,"https://sysrev.com/p/99278/article/14885199",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"82",294,9363751,"Performance of biomarkers metallothionein and ethoxyresorufin O-deethylase in aquatic environments: A meta-analytic approach",2018,14885822,"https://sysrev.com/p/99278/article/14885822",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"83",296,9363758,"Trade-offs and synergies in joint knowledge creation for coastal management: insights from ecology-oriented sand nourishment in the Netherlands",2018,14885116,"https://sysrev.com/p/99278/article/14885116",FALSE,"Governance_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
"84",297,9363764,"Cultivating Ciona intestinalis to counteract marine eutrophication: Environmental assessment of a marine biomass based bioenergy and biofertilizer production system",2018,14884490,"https://sysrev.com/p/99278/article/14884490",FALSE,"Non_anthropogenic_driver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",298,9363766,"Review of the Fisheries Indicators for Monitoring the Impacts of Fishing on Fish Communities",2018,14884812,"https://sysrev.com/p/99278/article/14884812",FALSE,"Not_North_Sea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_specified",NA,NA,NA,NA,"Not_tested",NA
